CUSTOMER_IDENTIFIER,DATE_LAST_UPDATED,SEX_CODE,INCOME_GROUP_CODE,NUMBER_OF_ACCOUNTS,OCCUPATIONAL_STATUS_CODE,AGE
ID_d2ba48f08bcd8593863d2a54021dc3354904ef64d1fcfc3325df653f7264c38515381c7751885af13821efe76a3740651241d2e63159e74a2382e081063d6a39,2022-09,0,10,4,1,22
ID_d33b17445e7879f973ba67e8485c05b28120d5c7f3dff01aa489c952d0e12f0e014e9f131f97ab15b0d3493b7e0599b75b857c028aaf58e57320441ddefa08b4,2022-07,0,6,9,7,68
ID_d9cc0dc7b09aa9a16fc4f866c268629954a918c80f336aff0de21a2b6e825182c990e3b6aba18a464f22aeebb0e77831a58c8baae3345e8b516aee926f0a7f9e,2022-08,1,14,11,7,59
ID_dd04614e4d0b245fabd74c8def6e7bb96cc92d6db9eb2899fb83eed911912b6bc6059c3dc2633d9813fb345f80eaeef27e725d55588414e4a87405a2d2a556d0,2022-07,0,14,10,1,31
ID_e109a3f8d8bf87b23a448232d8797707556b3df2b5acbf02471143b095839a88fe7669c4b5276e370afa8193471cb6fea6e645f03821f7c4e378b9e7a21ecaae,2022-08,1,17,12,1,34
ID_e45435bc074b292b308eeb6a0e34553640d934620a7cd67a9b7a3c4aa0e9d100c2e39185759f33699f90e03b71f3d9d55736f10a5467cb5f981940759dff3471,2022-07,1,19,4,1,32
ID_ed4027494e45580ba1bfeebe3aa10bbb60993782c82edfae892ae397346d0b997d4bde03db66a752768b0ab3232365304d98f34b906d6eb517639660c651e34a,2022-06,1,6,8,1,36
ID_ff6c8ce0143b97c6139dc226ad38dba86a3161502898d6f1c5afe1c220a27a70b0a1dca98ecbd2d1d2df8a147465f0a5ea137ae4c53248031b2ca91c740a2fb1,2022-07,1,14,5,1,27
ID_0789fc162ff69c2ed9eb056c47ccf7830af733a7c224184f92bfcb10dd6bbb924cf90a3ef3fc06418ee6909940e564c4f2ea1747b101fa6d6a30023224607e06,2022-08,0,5,5,1,32
ID_0d8ae18acace521f2019d42060dcd2574dc81b91fafb3f7cdba6eef3499d5cf19d51ec26e57faeed99edd86db47800ddf8650743efa11af1adcaf58cf4009e64,2022-08,0,9,7,1,39
ID_0fb18ca01b2577422bc9db931471af563b27e4c2e1b4105947c53fbb8cce2873a9d638fac45b468c43d3de1244b9ec747994a4ccc82e606b28bfd16a5c97e0ab,2022-08,1,6,7,1,51
ID_12511e63f0cbf847822ed159fb375f7eb3511776cb79a6f3c548566d8de0e49606edfd12315c271041790f6364c6c72a651fddf5d5b7ee9645fd91c4e3250d3f,2022-07,0,18,7,1,33
ID_219c25ef4458f752b04e38bf8c805d86b80d5500ed4c30a8edef9dc612928e27005734278cb6adc40162048a264bba392aeb913ae8ed3d5eda57512ca7ebe65a,2022-05,1,6,13,7,65
ID_25ed570cb7ca49404662e3a1772d09de585c6d463677ced1d2af71df8df5bf5e88cb34619b4b4e64910bb60779ab9b9a632403bb81f81353eee121a7e9f84bab,2022-08,1,7,11,1,32
ID_30a737c0b99d73100f09f6d695a24405a19b7b13e6d51e2f121e463968c8114fb7c18fc0ea1c53f42530cdc95fd749e1fc0d7ab7743164db33530905d5ebb80b,2022-08,0,12,16,1,41
ID_324fe50a3980577699f725aed02cf78248b39e9017371b08460228de433bdc3090c3ced3d2457ef8796d6f87d36c128735487cd7950996f4a44f496f508ffcbd,2022-09,1,14,7,1,54
ID_3b9e3954966920b0ab73ef195056cceecdb60e2bcb54fcf6823130c7dbf9587e6068643a8db320893ba5594356a64de4c344fe4c7c902d3333c1565cfc869acc,2022-08,0,11,8,1,41
ID_3f2ea23c404ef94bda09a6743ec07afaa37f37ecd74b2cb16178860998eb36a26c294eaf898569f23d72dc1b0827ae1017b5021dbc42d8b1b609b995b752209a,2022-09,0,13,9,1,40
ID_4553413ae5d41735405974d235dbfa5f9811d2b06d1b6ff2b7c253a081e389fcf3d80d35e10cbb452506da331c0fb1ec2d4f0920c9aba590e3d3c5443dbbad18,2022-09,0,8,5,1,32
ID_47b1684fe1012988eb1adfb0cb67541748547ee872fab49b64fac56658d7278489a4c46662dad4e804182165025dc2d994093431e0d55611299899760100addf,2022-09,0,13,9,3,38
ID_4d38b8a98477fdd568c14b3827c55ef74ee0bff75ab96b62a05ebd3ea212e4f1c01419fd9812b5e8058e83ee3c008337f5c797d16507f33d45a7a262a6647881,2022-07,0,14,7,1,31
ID_4da8602d1bde082574718a471c5a0c56d3994cdcd05ddcd4ae128b6d708aec5ca5b5936c81dd99a1430766e85a036f0c105c357563f191d2b0042a31c3741570,2022-08,0,14,9,1,46
ID_51dbb6e4c23fed08c541734483de696df75c7f2c9c7e3bfd462d73bfc358ccbd43d9745de604e4e7447be991ea7b6de9d95de14419c132082568a71434491684,2022-08,0,13,14,1,34
ID_562c872660f8ea5c48c4d6082fb4c7427d281f4749b94719e0acda5ad0cbf66ab80217681c9168a888f8d2aa070161ae96a39ae6e1bb5c17c6a630ae6473039c,2022-08,1,9,11,1,33
ID_5b4a01937f2e6ced206e70a84e35b2d6bc58b31afe4b68212c1976079ecbff42f6cb04705e71cc8d5ffa8180264c31f282f70974d409532923cb07437f714835,2022-09,1,15,4,1,42
ID_62a929ee95e4aa2f94faa07a630666648938a2db3a8243c6024de2a2469b85fcc2bfa47c82d63f7292aa086920c1c5bf12e46a6db72b6628e860bc5b3843e324,2022-08,0,14,9,1,50
ID_65f2a76ef7cfecf4b8a7a4db7b41d98daaaa13a538d2ff59481a7c3eb19b2c91431173b3c46cebafb6498a583b75063f969fdbcc34b33de9a2320c951dc9a561,2022-08,0,6,4,1,28
ID_66cfee83e8915bf69e48fda62def3c0451c15cf9ee12f2218c6f2f8fc5d3d54066d4f4fddd6a8f05e77f9dbed52ed8f77642605e19b94ca6d3f1cd64527a6adb,2022-09,1,12,7,1,35
ID_671baa41411ebefa4e5ae05d7efe44af880985343a4cae65bbd0928f2d05fd3bf8e179ef0aa427446b9e2ee6f5eb5dc8b09debede4f6a4bc3c111d120072d6ca,2022-07,0,14,22,1,28
ID_6803cc9904c74f2563866bcc3ae431650e5f448be2823282237cd1d7c88d8c07b11f42a18eaf94113e02f9a615c980ac94544ac900bea925b616915abed89300,2022-09,1,16,5,1,22
ID_6aeb4b6c1856117b217a834f072516af4371412ea8e5efcd05e12d1002fb1afe55b01bb2bae0de0bde7dff4c2dc37c0664c7bb188e8d73093dd6251b1857bcd1,2022-08,0,11,3,1,25
ID_6c2273dcff1b67f2e95f38b4cbb01d6464102f282d0f5b0f3db2cfbe26fa5d8d503d0a5aaa83fe816f8d6f9ff22626b9bdf0d3787a40e517beb8098068002674,2022-05,0,17,14,1,41
ID_6e3682a36f44946ff3825c8eff928e71ec5dd7be87efcad025e23f329959947bbbe8f88415910c361e69fc5a2000df8ced6983eafa84acbcf0b9d6cd6e3eeb74,2022-03,1,8,12,1,35
ID_72b81cba7fe682b4513bcded3b7628cd50ad193cb94888239f4daf4a1ac152d2cfecf99f8999967d8d1ae2ee303d111f2f089c9c1c9d2439cd0c2521d7b03a8c,2022-09,0,13,5,1,26
ID_738a90d5d7eacfe60c4ec1de0a9f5975a2e28b83ff4558303d84979744de67c1d84e913a93fc50d1f1a9d80f35cab2928fc97948eab0cd8832b21dd73a3ef42e,2022-08,0,6,6,1,45
ID_7908321fdceb263fdb4ae62d89513a04cc549f7fe7936044c955900add37f6fc2c45662a9c137bb83f8de0d0dec5fb2393cfcd6c536361e9f1e307c7ea390031,2022-07,1,9,10,1,49
ID_7af56ac4e26d164e2601c1316283407edcad94bb269d3b9779c6799acaa19a003b8d9d518c235f7115704b9987b76c034674c551b7161450aea432b23894df34,2022-08,0,12,12,1,43
ID_7e3017be14ad666b2965200dbe905223704d212eeb33378c049274e23d181fa31023c2570d5cfd2c03284f1084a925ad8ccf3f99cf4baa94d31b8d276328eeca,2022-08,0,9,8,1,41
ID_7f0b0d3c5147359288eb0d8702e3a3e2ec9daeee0479d1504940f3856de3560dbbd0694cfd4fa9d656b78b5d9625d23b0196d4893a7b1e63785e3ca15df3d9ed,2022-07,0,14,9,1,32
ID_8364696bf388c7c7c5ddcba91be240da2e172b2ea70cb18a20e0c42de89e7ec4c80a67402eb30e5d3813590839bbafef28fb9dc9e59620e84a6920bd66170cce,2022-08,0,15,27,1,48
ID_883798e82b7e4e3bdb2ac89a176473941c57977681c9fa1d5e054e8debef3f0a5aeca88ba9e9436aa2b8a165a6acf30df1db7f84e080336e0303b81373d5aa64,2022-08,0,17,6,1,52
ID_8b593f0cdcaf9ec6ffe84821b8c43647fd698f282dfdbfe8f8c776b7db9543416b678ebbf188a4759e87072ad46c4c7b78fa1e544a85cafb38810c798e374f4b,2022-08,0,5,6,1,57
ID_8e7ed7f231e569168cba420aa75582c5575dc44fda1bcfc9aa60ed9b684168cac6bad3985312c316bf975b57e3e8f1bc8e8a59b074e16d1cdf7b4213ed7fd2b8,2022-09,0,10,7,1,43
ID_981ee6c03c1f14448c7153ba3c1b5133804dd8edc9b6995e39e81f01835f578ec421221c7fdc44c1a5ee821b9b192ba2d0bb873ea9ea9c7c6b05df1f3b0432f3,2022-05,1,14,10,1,35
ID_a049536a95ae1ef26b6e78f0a077690ebb7746a12b637fbbe75fa0522b23c6563c2ddb90dd29a2692d06d69defae4904380a3dd1b763c5f96a2406934d4395b4,2022-09,0,6,9,1,42
ID_a13bb24bea53603d89bcbef3830bcb72c21e77b929d4919555aa1782a6b4a6c7bccdc10b9447c0c7cd202f338ce088f363beff517b84fcd94d06bec548e045aa,2022-06,0,8,10,1,50
ID_a748248a8811c1d0b565a1ba6665ad9046241a9c4233a410afc40e22b06b3b33b32fd09f988710a4393090aa2eaf0c2505573a606c5e78828827265b585767e8,2022-09,0,13,8,7,65
ID_abebc825ccef2b434ce988ad9398ac1a9878d8584f23b0cc50ffa28fdc6ca0c55f2d1747b3a7d2aaf4f206ce49081a0b8da83d753adc4503758dd71d56283cc0,2022-08,0,12,7,1,32
ID_b22c088bf3baa7983cadac1950a1a2fd54e9e5388d89b4a69c8e4350e31c6edc850285a1a2d6f9a102a7a3f5f42da496234a3dda3d78d72c3ced806c3f4c4f46,2022-09,0,10,9,1,34
ID_b965403f98c2c7fec9c6a15029bb394d624db913c88cbcaa085de82a22fb880a030f94675cd6d4de64e410b6c9b29dd1be3a002a1ae0726011552eae0ea05a75,2022-07,1,15,12,1,32
ID_bfbefd3b8e5e07eaf0b262110f740618e6d7b67108421b3d4bea90b7eb002733bf85def7f68c834b98a742982d10d58c67cc237d181d5e3b26cc8ee975ef0dab,2022-08,1,1,9,7,59
ID_c4225ee63feffef2d4d04f5a00a444107f8c29e4f7ea267be7fe3cc8e58706e606d8ff66dc3cb061b36f4b34fa68ba2023132e8c196afc101be750f0c4b69687,2022-08,0,19,4,1,39
ID_c425bd8292395de2e341992d7947023601cebeb3ce8894e6d2c5085c6b0dac82ef1f40c900fd0024343a16cd9eeb704671258a8651b1fe5f1a1fbc9cbea51e9f,2022-08,0,8,16,1,26
ID_c8bebe107cb170337a877625f0a8333ff29838e55ccefae293c146cf6b83769a14b7d8a736049c345e308e225dcc88400db37f83cd6251d68f15b474230d446d,2022-07,1,11,6,1,37
ID_c8d3309cd2fefe541364d1c8df6fa976d40361ce00665b0ec849ea5b121fcba7c42fa8c0d19fc8332159c90608d65c45ecdbdd2c7ef4ae33570eebbf608aa27b,2022-09,0,17,7,1,50
ID_d28d26e0eeaf99de62d63d8158392495a601a0d8545fc4f760e24756c45e5455e451630cbf61005d3ddeee2658a5a067432a5aa7777fa4d0eb2ac2b34a081789,2022-09,0,9,4,1,31
ID_d45e064da5f363d5d50e109fc27dc5362b8e54541a496c1728db80f8727636ca73376f80792b80675185785e453e20b1270ba5b9c187d9dd6ec7e314fa15d351,2022-09,1,12,10,1,39
ID_d49e98c401e2252b243896cd940f0ad59e4e2278b8ecd0a0849d2f3c05162d14e40ee8e55d0bbe39c6f52c678c03d15da09350048af31105a912ac59f56dde8c,2022-08,1,17,16,1,43
ID_e1ae4742e4d4a2342028bfdc6b749a8a9e8e683ece167b713dc33a1f6c2e1cea79a42c2e94b256b2d2c15878e9efeda2e8f5259ac22ac2f6ce0fd84a31812f03,2022-08,1,7,5,1,28
ID_ea268c12ed05f8e0698afeebe14ff063fa302bdf30c002c7d9bdf9765e49246a6eafda6e6924025cadd9c75c60375cf640fb7023d7653fa355e6629b57437366,2022-08,1,7,9,1,40
ID_ec4f7047dad4273cbdccfe7a3691a7cb617bc5f466a075bfc6ef503663da23a0fb35d4d009f04807564b1457d276b1384df8fff19c8aae23d743494da9f40c38,2022-08,1,4,6,1,27
ID_ecc7eee648e8ffdd9e92fe225240d69855480500e824a4163a3efcb9b97b9d434b6feeca70c5d37a1b1dd2ef30b688d86cdf4ed5da08c0564dbd3630f7774965,2022-06,0,15,2,3,36
ID_f541cf5a9e16c4ad42d94d6355a2dd9530957cc3539d8c037e25a74befcf3c3af892e4eab73eeffc55a92794c194109a9967488a1c934d82ab505d0e665a1561,2022-08,0,14,6,1,38
ID_f5fb11da5bebf65979c248b505e5229d01fbaee6e13f0d97fb7cc2ad8f2d176eec7e1107a80ec9ba9f224256fba1e6147a24a0519258ee99e846afd13be2f737,2022-08,0,2,5,3,36
ID_fc074c06d5ea80b829c9c35ec5c5ce77fdf1594a62adfb3c0b6004dacc041b4b5d72143e7067837f8d5410378f3223c613e6541c81ad6f41189de2f561bd2781,2022-07,1,8,8,8,29
ID_fcd94c397bbcd4e3e2655d0335d4cfc85e6bcb414502df5f9d44048bba4f86db073057ad88afef3638bb3a8a6d50324a6f0919ab10b480c0200da2cd0681b1c2,2022-06,0,7,5,1,34
ID_005e5c1206b2d9857432a381df19989353c3e1b6b0d10ab3ac102437953a5cccaddc26429293d51e40f18e7b40022e2cdb9ca85af2800c3f0db679911aadc1d4,2022-09,1,17,19,1,28
ID_019b5e59ce9a9022d8c716930b7683983877f8425fe450ab59f37ddb7800222fb52ce6b471b0a459f3056b87339dc8c87fd512b60e7cd50a8f6450bd42691463,2022-08,0,6,5,1,49
ID_01c092c78f2151949d8c682357e31b6ce723ae1b8c870a996725ca1eaf08918e16ca6fdacc4d7a6f0d391be2329fc58d3003cad14dbbc6622e88d245dbbaa528,2022-08,0,17,17,1,22
ID_0c6d70e9b4e599980fff5b7f18503939abae9530db8770ffb3e2376832f81da4c9faedf5c863b3afc87f20075768527c5d8e26e058aa5408cd9587a1a07fecb8,2022-09,1,9,6,1,57
ID_12d635df99d9b12f47a17c9040905d00973ff84bc24bc92039b21108a4895edad12ee8bbf1c493f76ae87f41bbea96f173efcda0d70d84f16b6860410cf2e251,2022-05,0,6,10,1,26
ID_18018255686b76dbc534d0edf0f7b4e9bb6cc3cde15438a9a11dad65c76972ac83b51e80f4fb507ecae07dc8724bb5029f4ba4189b7bafb6cecf8a9a4c834dc5,2022-07,0,15,7,1,45
ID_197932cdcbe7a9f892477c14264cf97736875f77ede0cd2d90fbb8e8e1d464f21fd4f587d82ed19db9f3ecc4a2f6c1bb541321272945ee403631873649d06718,2022-08,0,13,6,1,41
ID_2dbdbb612db85fad765f608d6a8d8377a0fc2c998c9972643482f4a3484e7ff2237af1071c422abaa4eddd3918b73812542367d5833c562991e59693a49437aa,2022-07,0,9,11,1,37
ID_33c1e157207ec3ab4849dee2b5de453b76a3c49637b4ceb5e39fd96e428b03952d28804ca7f31cc4231e0b7859fbcfa5024580dac65fd3c80eab882467812ee1,2022-08,0,8,4,1,31
ID_39fff6b5e4e709cd5bb7d39d1c2bd895d4ed12109fd9c05e797bfd1ba2bac701da06b3cd4b6c3c7fccf7d9e25a307c7b79cc11a6681a67bb8c08cfa35aecaca7,2022-08,0,10,7,1,43
ID_3f1c43d8c46608fa2aed3a6029a728f409f51a07a8c2fd5b14838c42a5ad94038d7364caf8f50a7a0cd7dfae06149f01b45bf87fcbc9d661a9d672847af1d29c,2022-08,0,13,8,1,52
ID_41581e046ad2fdf4c59dd89d9e5f779cff32aa49b84244c7ecdc3946a1d78d5453079245f11f74fb46ea95fbe9b1807d169dbb4b942452fb69c1c7a67363d18b,2022-08,0,17,14,1,48
ID_442a5fb8d1330f3dd77b602a2825cebd3a4ba05818a0fa392768c95e7595d3b70a33747539e81fc1a6247e7a136eb8df7c4b3da911b5e3677a9132db290c81ae,2022-08,0,7,4,1,27
ID_4712eee91fcaf76ed53a79aa5e25173b40d3e58229bbdec60254dcc5deff7cdd068f66f2e3a1233e9cf94fa2013e51c2a07731ad7efd2bd686032153f35339e7,2022-07,0,9,8,1,21
ID_4818bcc1b154a3502f226fd6de5bb6ab504e25d211f36c574161aee02b011dc2f0febee3dd94c6596db44f6a3d90995f436ed7aa8d1d52ccdf5d939f878ac3bf,2022-05,1,12,7,1,34
ID_4c92812a11c37ffee14c67b61048689ff1ff196492c25e2e76f1889c45d073d58c21ca39b415e3f12db90b603ff60ef41b4171bb7b18ad93b6e9822f0ac3d8fa,2022-08,1,13,9,1,26
ID_4d0f629cca57d94ef7f838608f639ad048a11c0da03c70017aade164ec3a2ffd4e381d8169406182fde0a0a87672262e7cd8cbd9fe50ed173736f17fc3b4b842,2022-09,1,8,12,7,50
ID_65ee71a5fe605118f1c2601582b0ae271a9cee7138755021654ea6e86a02e72b72f16db5bbec48568ff4fd0dd7f803c4ca5a9a7fd1d34a85e453d372056d1db4,2022-09,1,9,12,1,47
ID_6bf3eab39ae642827acb6fd1e96b87faf4583513d1b8454a79b4925b50eaed8d51b6c793ab8009265b4a55a3d6cbae6a1d27db3943f6d6176e4feb4e12483646,2022-09,1,11,7,7,59
ID_6e5f8643dc03dc89078878fc5fa0db30f3d9bc1d576dd68ec404f3210c52d0f3a67b5d7b4a90c21226316063fd08cf0809a0de7da197428b0801624da7be6699,2022-09,1,13,7,1,34
ID_748fc5cea0a564724df3baefcc127c91ccf48f8d98b2552645c85d28b5f68614250e70a58ac499eb49acd7fbd9e33f623f4000b34fa626dc40b2dc3d96c1dfa7,2022-09,0,14,7,1,34
ID_75db81b85ee8004a51b9f31505c7174a50bbc09c4569c33425600e47dfa26b1c601c6ca2b81909fba103e7ac01ee0b4fb982463be0a0f5f148a90f9823b2233e,2022-09,0,12,16,1,54
ID_764b0fe05165fc2360370462add654807c373e96f4d0d43e7540995f94e46ca5d8f29c0488e01300ecc64219d21e03f856ffbf46966cc7a834bc2369d7152ab3,2022-08,0,6,9,1,29
ID_9315fafb69148b34d45fa8d21ed9693e483da48cba8e69ce54e1d80cd22efa60d1bb48934a8f84268f6e301ea1244bcea9bef1859d99f7d9717a01d6d8073fdb,2022-08,1,12,7,2,36
ID_93c74e932f7e3b44cb5c06c07aefc8bc22372c2a1876bac94c68ba3ee5f1dc0cd144b4211c06b99f348159b1cc2bdd98634fb78ffaa8bef3a6d0b8be8302c6b7,2022-09,1,13,9,1,61
ID_970f831b060cffd122e8845a130969bda367443098ff47f4e17fe873f89234d11cf24df4f00de92ffc2014ac73243e00fbfb4dd0ac1d3cf49b5609d375bf57ff,2022-08,0,11,15,1,42
ID_9d8fed88282637414b34c6573caac346255083c1a8334fba5d8fb78be5f259f3f6286efc83dbf83956bb3f210562c20f797b1005a31a77cb61d35a308a05051e,2022-07,0,13,8,1,22
ID_a29d8c919c54ecf242914f761f1a95f0948db39f2c185e5d32b39e59963697bade7334270b3a409082e945639f5cc030814d498f3f8e1561d69e65f19c01fed8,2022-07,0,18,6,1,21
ID_a4b5a9d75683adee9856f2f786a42a2387ec8f49c80187ba803b4cfd55f0ceda58981a057725606273275f07698e2b8ce02f62fd9fda5c79f5a915f0f3316158,2022-08,0,8,4,1,30
ID_adb23b959605c0124c69036f98801772955a9ff34d82dc6e164949a9c122e93af9e20e34564356108b2c47839ccebe687681e5f5d2210c33f02a146735dbc0d0,2022-06,0,13,6,1,33
ID_b4c424ccc46b788f84004e8598ebbd87d0aa018d4603392db68c31b957c9f950c225b11632963f73d08f495094c5fc7675913b0a00dcedee5c9d48d0723bd4d8,2022-08,1,14,13,1,34
ID_bbdfafc840f31904416a745b2eae61f6dcc790ad6e357ebd49233a845c95f13cb1f9bb5398cfbeca4a1d3e2717908ed264f1dcbf461d622bcab135ba271fa21c,2022-07,1,1,6,6,57
ID_c016680bbcc3df17ab5919e083842608636c801a41571673e4e0bad49204d738edfc99b9f7b3db1e7685f6b38eb3741ab8dd4764d76f5b8f0840a4a281177e36,2022-08,0,6,7,1,22
ID_c1fd108163f1909126d3ea2f290a3eaaaf5bd39dada424c7c1092e11dc027c97a284744d81b63d0a705a82a86e330a114c3e928380e3db729ec5d553678f7e7a,2022-08,1,8,9,1,31
ID_de676552dc2f8fe6721fefe7e39c7cad00fdaa5fef870582b083a53362924e7a1cf4fe1676401f33b1cdebcf7dd03ad453ce4073a2b6ac689bb412fccf45149a,2022-07,0,10,12,1,38
ID_e24d51730f35835cdab9d134b7cb8cdf9414845ab6278c9af40cd9deec4e3dbed74d015f91d94b568170e740111c9df06ab1b9f3075686a86c6e8bc1241b7760,2022-09,1,15,12,1,43
ID_e6239f877edc465f72a9a7d16ca4179cce0d81dc80019747904ce2eaef82a47587d5f50b7713982fc35a0a99de0ce0efae4d05c2e72c9a582a5f82040560ba66,2022-09,1,7,13,1,46
ID_e94c09a7d7f6abcc0cf8a5983febc6243da7ad03dde8729133ef1b0131a18a735aaf4844ba4fc7b6cd20019d5657bc2e1ef3037a848aaafe1f9539f2bc132681,2022-09,0,17,15,1,49
ID_f177db086295e9220ef944489d6593013aa10eb7007513b6bb56a11fbe8d0e702fae69dd11d8e41d9b6516b1a6c7e224a209b7d7e9447124ed3102a180dbd02d,2022-06,0,14,6,1,27
ID_f275df453fd37fce0b773f224f11947a723a3bc6943095857c224a9c7ec9ca1dcf0b7a71973885baa7f47519718c994a207cb97fb59da20cec7c169461b04310,2022-08,0,5,11,1,46
ID_f39a7e814cba971cd24e4c8b5261126c1e9d3bb968f5ceb1bbfd4e956da1fe8b78d668591e5cd8e39a227e939f8bb6ed7b186f457ccb811a5fe7c7612879d45d,2022-08,0,11,11,1,43
ID_f45af7a9f7f34fd655344b2297a27f5db8fdb9b3b5821a7f4ddfa715333622dc3fb350793787aeab63defa4b18361f2a2e78228bab8117d5787ba907229d1488,2022-05,0,10,7,1,56
ID_f5bbf46768ab1c77bc133298cde97fae6875f8fa032dfc82c7ec9400c0f39f2ce394def9867a857926d1acad6caff9cedda1b2528e9bf61f258209fc5adf70d8,2022-02,1,7,3,1,44
ID_f6ec6dbeee878b85276ce63ebe74fcd530c8a59150b90929063c194178e2302cdd69cba739916f53398e03ef78f054cdeb4b9ed824f72cb9afca39e2b574aea1,2022-06,0,7,5,3,38
ID_01c9f1635d8283bf14e339e494e379510f2bba23d29e81d47778be0a31fbc77837ccffd4d1418b7e40cc05b3b28c95395a1dff02ae60c745f37150c875a2bc8a,2022-06,0,13,12,1,43
ID_07d2c05b32d9828b8a1ad4a7ef036fc7480b247837b2b497b99ebad8853c8c19c93f284c115b91ac739ecdfaca8c80ab97193c042cac9ac236de1607812c9180,2022-08,0,3,8,7,73
ID_0967cd1b8d1ed70b999f3112156ea8a1a01d8659d88b75db3ac858d6df72fdaaa9efc5a351d389d7d2d6ad21fc5450c57765823ea6cfb1e7da66b187b2428b05,2022-09,0,14,9,1,29
ID_0b02d6b6ece6dc0b2149764ed3e82c78b4cd8f53dcb37012bf78932fc22ff65fddb47648e6b804c1e3777d0df83b6359a72da57f80dbea2cc18d79d9856e3cd1,2022-08,0,9,10,1,27
ID_0df2d8143308f12330d5a9063730f99030c86fe880511908f28a0bf5b348352a559262a370fb01134ed73c14d4c3816b682e078a44c3a7acb9bf922dce305a30,2022-09,1,12,9,1,49
ID_195c6f38b82e8daab5a307b3674a832930342ad9f48f428c7a3a644f9951360a69f57914add7d7394e9ed66efc2f7076bc6d466adca1de24bfdffbeb2ee32a7f,2022-03,0,12,10,1,23
ID_1ac72b1f61971ed345881e5396ae12cd68454add6e93b9f02a4c674d594cd687926621eac653554e9542cb0c46afa537469b63807e6db923a182f0c692cde478,2022-08,0,9,9,1,34
ID_1fc7cc85e79b735204c17fd9292d09eb0b2caf35cd9e73bba29a4d955efaa652c695b03521bcb3270d3bbf58b81599a365498d5496516d9e4c00249f1b03d558,2022-07,1,6,10,1,27
ID_1fe60cac51e67d9be5ba355b9e3bdf3a14a48b2cabd72f8b3b444807cd77c69d19b1fe2fe7e69db6ada3ba35b7493729b91d4b9615d62ff0fbf8cdc4b0996563,2022-08,1,15,14,1,44
ID_212a2e7d41fdc809e28da5d72251ae92ac0d037967f93ff4fbed3ed33b0e95da734c66f93bee8e23e1c417debc79d91acd06d6e73dc19cab8893328011d8d0d2,2022-09,0,8,8,1,32
ID_223dd24f3faa9f4787eea55b2eeceb7a5df1e2f08d1872cf049193e734b4a097910a44c3a6d578f110c56744af16be3b19f0d13ec96b5d7a93765f365fb9d101,2022-09,1,10,16,1,39
ID_26d4e5c9b1fcdce85c1e49c0891ff4d7d8a7ec94b8dd6d5832450f9536dccb3485791a7158c1753cbb91e6a7359e215ed51b0a381155327b88238baf13b57847,2022-08,0,8,12,1,43
ID_27d766d253a3ae6d471822ec90fac906a4639f55e4594c8f84d5b5e3c25227f6f88056e6818c2b2493cbd00f70313846fa43e72a952d49d6585f43ed61b9770b,2022-08,1,9,5,1,47
ID_29cc1c6d776048fc24874d158f3b1635df2a6c7834330d0bc8814589ef35364c28ae93fd0f52342a8357a48e1150f5b213a8d822e14cc913ece2ecbc9b115b29,2022-09,1,6,9,1,37
ID_2fec495f3f734ff2098cc698e36511c1524dfc6d9a9d4f125071051fc04a37c3f22a9730d4bcffbf70edc7d52ee47e8e527085f4d7f7caa1360c70dcc2321861,2022-07,1,12,14,7,54
ID_450d74b82d55668623a9d9ac438c021eaf8aee0f9157561019235bc8532afd02f5394976e3c2a00b9a8fd47436c346db559604b36dcee908fd40f792312e08af,2022-04,0,14,10,1,38
ID_463cc036455c314feb26f840046d5a9536705eb7e14588d338512468beb362ca0fe1aeb66e3f5011f3e94bf4d342ca4c237227a1dc7722acabac713888e4cd58,2022-09,0,14,6,1,49
ID_466663f0f0f18ac4128ea96727b1a6db65fa4a36080d841c52deaa3dc52119ea1a41bf1825ab120598705df377801714fbf28571a0df53cd2f4a9541853c379c,2022-09,1,14,10,1,47
ID_4de36fa9fcf6e60dc414753639b530f9f7c92754bf11455f6bea09db945b6a206c67c63dfab8be914cd21835113b63ab9e8c87ec5a3a9cef29adc2f92a019c3f,2022-08,1,6,4,1,30
ID_513d4655434a1b13cec576d26071ee0f73a5900ac6bf0c2e0728795b28d2d715e2086df14b378497b92c0272e9192ec8522572b364c24759654fe7f8403b8533,2022-08,1,8,11,1,33
ID_69c2d238308c25d141492fad48e0f41516235b625596b8a2b139e9d2f9b9b86881eb7825c53964654a53d2aec46c15907bcebdd55b5e0012132e921bed1fa6ed,2022-06,0,5,5,1,24
ID_6d9d086f5e2aac125bdac257d07e3b6367435eb246e88ab55ae6aef37b5318b319d8e6adf4e540269a782fcdaae01d2ea653e2141e6d82cb62c0e6c6659d430a,2022-08,0,15,6,1,31
ID_7329d7a09554d2348d96c0586f129265a80abeea4f8894b671863f3360685d3f1368e21ca9de01adf61fa20f9bd89b2159b63d0da6d221420a4b5798cee16619,2022-09,0,21,6,1,43
ID_740f220f86f578dda4a61bbf7e7768dd3df535e2fd33b23a3e91126be7974cb256a30978a543ab7c56e23e6b710d11e6f8194534b9ef96a99db9188e506c0f61,2022-06,0,9,3,2,39
ID_74e01d403a312bd9ae986193a486a4c6dc210cd70b479ad333dbaefb97fbe575e69bde892d6551f10ee6f4e809dedb3e6a8d5b572da4e008e4d114e6fa065238,2022-08,0,9,8,1,39
